,Unnamed: 0,url,WeekID,Week Position,Song,Performer,SongID,Instance,Previous Week Position,Peak Position,Weeks on Chart,ID,danceability,energy,key,mode,acousticness,instrumentalness,tempo,valence
6690,23655,http://www.billboard.com/charts/hot-100/1966-08-27,8/27/1966,19,Sweet Pea,Tommy Roe,Sweet PeaTommy Roe,1,12.0,8,12,spotify:track:5WeHEbyAGCQ7fB3IF2FeD8,0.586,0.755,4,1,0.0601,7.77e-05,119.634,0.963
6691,23656,http://www.billboard.com/charts/hot-100/1972-05-13,5/13/1972,19,A Cowboys Work Is Never Done,Sonny & Cher,A Cowboys Work Is Never DoneSonny & Cher,1,16.0,8,12,spotify:track:3X1a60iOm7XAJ1ZT1w2TVq,0.61,0.315,8,1,0.517,4.42e-06,135.521,0.58
6692,23708,http://www.billboard.com/charts/hot-100/1965-12-18,12/18/1965,20,Rescue Me,Fontella Bass,Rescue MeFontella Bass,1,9.0,4,12,spotify:track:1GY8zOFi8rC39xXnD0tKO8,0.678,0.544,4,0,0.668,9.62e-06,122.735,0.963
6693,23716,http://www.billboard.com/charts/hot-100/1966-07-09,7/9/1966,20,Barefootin',Robert Parker,Barefootin'Robert Parker,1,10.0,7,12,spotify:track:0VwK5pLjwFPy8FSEC1htp9,0.734,0.477,6,1,0.409,0.000662,145.188,0.939
6694,23717,http://www.billboard.com/charts/hot-100/1963-10-19,10/19/1963,20,Surfer Girl,The Beach Boys,Surfer GirlThe Beach Boys,1,15.0,7,12,spotify:track:1AJ5F0FMTC3yFU3ocjy1gE,0.522,0.37,2,1,0.651,0.0,105.826,0.653
6695,23719,http://www.billboard.com/charts/hot-100/1971-04-24,4/24/1971,20,(Where Do I Begin) Love Story,Andy Williams,(Where Do I Begin) Love StoryAndy Williams,1,17.0,9,12,spotify:track:45FLu3nL1iMYXYPzhqLdko,0.259,0.473,6,1,0.512,1.5e-06,84.897,0.232
6696,23761,http://www.billboard.com/charts/hot-100/1963-09-14,9/14/1963,21,Blowin' In The Wind,"Peter, Paul & Mary","Blowin' In The WindPeter, Paul & Mary",1,9.0,2,12,spotify:track:62Yu8QL1g9pdbvN4XL9Rah,0.381,0.0848,5,1,0.834,0.0,155.036,0.557
6697,23826,http://www.billboard.com/charts/hot-100/1963-04-27,4/27/1963,22,Our Day Will Come,Ruby And The Romantics,Our Day Will ComeRuby And The Romantics,1,13.0,1,12,spotify:track:3ngYXFSYtF5mHguNCA3JZ0,0.538,0.625,8,1,0.708,0.000126,92.422,0.718
6698,23828,http://www.billboard.com/charts/hot-100/1963-11-16,11/16/1963,22,Be My Baby,The Ronettes,Be My BabyThe Ronettes,1,20.0,2,12,spotify:track:2G2YzndIA6jeWFPBXhUjh5,0.511,0.769,4,1,0.181,0.0,129.657,0.818
6699,23830,http://www.billboard.com/charts/hot-100/1963-05-04,5/4/1963,22,South Street,The Orlons,South StreetThe Orlons,1,12.0,3,12,spotify:track:2yoTFqvgtJgEK68lfUC9Kp,0.571,0.725,5,1,0.136,0.0,186.902,0.817
6700,23832,http://www.billboard.com/charts/hot-100/1963-08-03,8/3/1963,22,Blue On Blue,Bobby Vinton,Blue On BlueBobby Vinton,1,18.0,3,12,spotify:track:5n6zROqnqMtYXfQ2vazEaz,0.607,0.303,10,1,0.817,0.0,97.383,0.555
6701,23833,http://www.billboard.com/charts/hot-100/1964-02-22,2/22/1964,22,Surfin' Bird,The Trashmen,Surfin' BirdThe Trashmen,1,15.0,4,12,spotify:track:7EjyzZcbLxW7PaaLua9Ksb,0.564,0.959,11,0,0.0149,0.631,101.237,0.829
6702,23834,http://www.billboard.com/charts/hot-100/1967-02-04,2/4/1967,22,Sugar Town,Nancy Sinatra,Sugar TownNancy Sinatra,1,12.0,5,12,spotify:track:0AWN35e76cvPxAUms8SojX,0.727,0.382,7,1,0.664,0.0,108.213,0.62
6703,23836,http://www.billboard.com/charts/hot-100/1960-02-06,2/6/1960,22,Among My Souvenirs,Connie Francis,Among My SouvenirsConnie Francis,1,22.0,7,12,spotify:track:1tM2BQzEMJ5f9siQ9ZjM6P,0.486,0.464,9,1,0.404,7.78e-06,107.991,0.417
6704,23903,http://www.billboard.com/charts/hot-100/1966-08-06,8/6/1966,23,Red Rubber Ball,The Cyrkle,Red Rubber BallThe Cyrkle,1,13.0,2,12,spotify:track:6DuLN8tFW0DkH9wsbTHZsX,0.644,0.459,9,1,0.657,0.0,92.801,0.852
6705,23904,http://www.billboard.com/charts/hot-100/1973-04-21,4/21/1973,23,Also Sprach Zarathustra (2001),Deodato,Also Sprach Zarathustra (2001)Deodato,1,14.0,2,12,spotify:track:6ywm0ilJ9ItgXRDg0yrJP1,0.448,0.763,0,1,0.431,0.359,117.938,0.513
6706,23905,http://www.billboard.com/charts/hot-100/1966-07-02,7/2/1966,23,A Groovy Kind Of Love,The Mindbenders,A Groovy Kind Of LoveThe Mindbenders,1,16.0,2,12,spotify:track:2xOEmK42jfYwj0biDzNlW2,0.444,0.502,11,0,0.472,1.9e-05,98.789,0.484
6707,23907,http://www.billboard.com/charts/hot-100/1968-10-12,10/12/1968,23,"1, 2, 3, Red Light",1910 Fruitgum Co.,"1, 2, 3, Red Light1910 Fruitgum Co.",1,9.0,5,12,spotify:track:4fnvjQXs8y18X8br917ohs,0.718,0.498,3,1,0.132,0.0,115.957,0.982
6708,23908,http://www.billboard.com/charts/hot-100/1973-04-28,4/28/1973,23,Break Up To Make Up,The Stylistics,Break Up To Make UpThe Stylistics,1,16.0,5,12,spotify:track:3TxCVEadoqOUUxDp9gTh2H,0.583,0.301,4,1,0.883,0.0,79.364,0.337
6709,23912,http://www.billboard.com/charts/hot-100/1958-10-18,10/18/1958,23,Summertime Blues,Eddie Cochran,Summertime BluesEddie Cochran,1,12.0,8,12,spotify:track:3oAWTk92mZBxKBOKf8mR5v,0.714,0.886,11,0,0.116,0.184,156.351,0.954
6710,23915,http://www.billboard.com/charts/hot-100/1973-12-01,12/1/1973,23,All I Know,Garfunkel,All I KnowGarfunkel,1,17.0,9,12,spotify:track:5VAw5AYO7FAPCdaRvAmiTY,0.276,0.386,0,1,0.785,3.35e-05,81.113,0.405
6711,23918,http://www.billboard.com/charts/hot-100/1965-06-05,6/5/1965,23,Cast Your Fate To The Wind,Sounds Orchestral,Cast Your Fate To The WindSounds Orchestral,1,15.0,10,12,spotify:track:38KTIenSEnoGNGLUrYdFLV,0.559,0.31,8,1,0.394,0.794,128.691,0.311
6712,23966,http://www.billboard.com/charts/hot-100/1963-09-21,9/21/1963,24,Candy Girl,The 4 Seasons,Candy GirlThe 4 Seasons,1,12.0,3,12,spotify:track:4AFLFG6pyvhBLC37FbDwc2,0.644,0.52,5,1,0.719,0.0,126.204,0.715
6713,23970,http://www.billboard.com/charts/hot-100/1962-03-31,3/31/1962,24,Crying In The Rain,The Everly Brothers,Crying In The RainThe Everly Brothers,1,13.0,6,12,spotify:track:3lWuagNhAzcqOikD5KnBku,0.61,0.378,2,1,0.622,0.0,97.166,0.48
6714,23971,http://www.billboard.com/charts/hot-100/1962-08-04,8/4/1962,24,Al Di La',Emilio Pericoli,Al Di La'Emilio Pericoli,1,17.0,6,12,spotify:track:2EFuKrTmy6wCB9C7Bvyyia,0.32,0.301,11,1,0.682,0.0,84.918,0.217
6715,23974,http://www.billboard.com/charts/hot-100/1972-01-22,1/22/1972,24,Cherish,David Cassidy,CherishDavid Cassidy,1,17.0,9,12,spotify:track:4a3mIp7Mrmom2SXd3S81m7,0.502,0.279,5,1,0.666,0.0,97.966,0.33
6716,24035,http://www.billboard.com/charts/hot-100/1963-07-13,7/13/1963,25,Da Doo Ron Ron (When He Walked Me Home),The Crystals,Da Doo Ron Ron (When He Walked Me Home)The Crystals,1,13.0,3,12,spotify:track:0fonScmHUzC0MglSLn9saA,0.535,0.797,3,1,0.48,3.42e-05,148.835,0.613
6717,24036,http://www.billboard.com/charts/hot-100/1974-10-19,10/19/1974,25,Another Saturday Night,Cat Stevens,Another Saturday NightCat Stevens,1,6.0,6,12,spotify:track:3ekij6XVw1F5dFX9oLvNU0,0.754,0.862,5,1,0.642,1.44e-05,139.991,0.965
6718,24040,http://www.billboard.com/charts/hot-100/1962-07-21,7/21/1962,25,Playboy,The Marvelettes,PlayboyThe Marvelettes,1,16.0,7,12,spotify:track:5jsxE1nDuRrEgN9gmbWWYS,0.863,0.691,0,1,0.371,0.0,123.757,0.916
6719,24045,http://www.billboard.com/charts/hot-100/1968-02-24,2/24/1968,25,Susan,The Buckinghams,SusanThe Buckinghams,1,18.0,11,12,spotify:track:2Z8FsPTnN8s9Dtguvqspca,0.283,0.577,0,1,0.162,0.0,132.65,0.397
6720,24047,http://www.billboard.com/charts/hot-100/1964-10-31,10/31/1964,25,Baby I Need Your Loving,Four Tops,Baby I Need Your LovingFour Tops,1,21.0,11,12,spotify:track:3aCbwWCYCT3MJjZeUnlcp4,0.632,0.686,0,0,0.437,0.0,121.414,0.65
6721,24098,http://www.billboard.com/charts/hot-100/1965-08-21,8/21/1965,26,"Cara, Mia",Jay & The Americans,"Cara, MiaJay & The Americans",1,19.0,4,12,spotify:track:6kOGvRl0ie97TShrk210ON,0.315,0.789,0,1,0.481,9.71e-06,129.172,0.431
6722,24099,http://www.billboard.com/charts/hot-100/1960-04-02,4/2/1960,26,Beyond The Sea,Bobby Darin,Beyond The SeaBobby Darin,1,13.0,6,12,spotify:track:3KzgdYUlqV6TOG7JCmx2Wg,0.521,0.516,2,0,0.723,0.0,136.483,0.569
6723,24101,http://www.billboard.com/charts/hot-100/1971-12-11,12/11/1971,26,Peace Train,Cat Stevens,Peace TrainCat Stevens,1,14.0,7,12,spotify:track:1ppuHX1oVMku5LTL0swNZP,0.61,0.582,0,1,0.119,3.76e-05,82.492,0.781
6724,24103,http://www.billboard.com/charts/hot-100/1960-08-27,8/27/1960,26,Tell Laura I Love Her,Ray Peterson,Tell Laura I Love HerRay Peterson,1,16.0,7,12,spotify:track:1EwpgXlVIzs1E7XBZoRVQl,0.528,0.394,10,1,0.751,0.0,102.898,0.297
6725,24108,http://www.billboard.com/charts/hot-100/1968-08-03,8/3/1968,26,Reach Out Of The Darkness,Friend And Lover,Reach Out Of The DarknessFriend And Lover,1,13.0,10,12,spotify:track:3DrlHWCoFqHQYGwE8MWsuv,0.637,0.432,2,1,0.0267,0.0185,116.421,0.856
6726,24150,http://www.billboard.com/charts/hot-100/1959-07-25,7/25/1959,27,Tallahassee Lassie,Freddy Cannon,Tallahassee LassieFreddy Cannon,1,7.0,6,12,spotify:track:5dDs13F0oo7XngcEIgRb2m,0.324,0.888,2,1,0.152,0.0,142.42,0.251
6727,24151,http://www.billboard.com/charts/hot-100/1960-06-11,6/11/1960,27,Cradle Of Love,Johnny Preston,Cradle Of LoveJohnny Preston,1,12.0,7,12,spotify:track:0HHYIJBKj6GFchyYjJQ8nf,0.48,0.559,6,0,0.306,3.84e-05,174.119,0.845
6728,24197,http://www.billboard.com/charts/hot-100/1964-07-25,7/25/1964,28,A World Without Love,Peter And Gordon,A World Without LovePeter And Gordon,1,22.0,1,12,spotify:track:1A0j6qANKHgk7VZ6uvYO06,0.512,0.658,1,0,0.232,0.0,129.861,0.752
6729,24201,http://www.billboard.com/charts/hot-100/1967-08-12,8/12/1967,28,San Francisco (Be Sure To Wear Flowers In Your Hair),Scott McKenzie,San Francisco (Be Sure To Wear Flowers In Your Hair)Scott McKenzie,1,17.0,4,12,spotify:track:77qBwefBIdzymXNCuAI8YX,0.495,0.67,7,1,0.047,2.52e-05,112.443,0.478
6730,24203,http://www.billboard.com/charts/hot-100/1966-10-29,10/29/1966,28,Black Is Black,Los Bravos,Black Is BlackLos Bravos,1,19.0,4,12,spotify:track:6lazLV13sV8VNGJTjL4Zeu,0.575,0.843,2,1,0.239,5.16e-06,128.169,0.858
6731,24207,http://www.billboard.com/charts/hot-100/1973-03-17,3/17/1973,28,Don't Expect Me To Be Your Friend,Lobo,Don't Expect Me To Be Your FriendLobo,1,12.0,8,12,spotify:track:0v0QYvAbQ42BhCMnUYQ5Sw,0.731,0.39,2,1,0.731,0.0707,78.582,0.701
6732,24208,http://www.billboard.com/charts/hot-100/1960-12-24,12/24/1960,28,Alone At Last,Jackie Wilson,Alone At LastJackie Wilson,1,21.0,8,12,spotify:track:5QZyGPDlIyk75zl8sOOXbh,0.288,0.392,0,1,0.951,0.000891,92.047,0.37
6733,24210,http://www.billboard.com/charts/hot-100/1965-11-06,11/6/1965,28,Do You Believe In Magic,The Lovin' Spoonful,Do You Believe In MagicThe Lovin' Spoonful,1,22.0,9,12,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,0.552,0.742,0,1,0.218,0.0,138.591,0.751
6734,24260,http://www.billboard.com/charts/hot-100/1966-10-15,10/15/1966,29,Sunshine Superman,Donovan,Sunshine SupermanDonovan,1,12.0,1,12,spotify:track:4RGxUjaCmVtD30pIhtEi7w,0.629,0.677,1,1,0.122,9.72e-06,132.783,0.627
6735,24263,http://www.billboard.com/charts/hot-100/1966-05-14,5/14/1966,29,Daydream,The Lovin' Spoonful,DaydreamThe Lovin' Spoonful,1,19.0,2,12,spotify:track:3c06k9x6MHHdPQi3ix68yF,0.822,0.332,1,1,0.834,0.0,110.802,0.834
6736,24264,http://www.billboard.com/charts/hot-100/1963-02-16,2/16/1963,29,Tell Him,The Exciters,Tell HimThe Exciters,1,14.0,4,12,spotify:track:7rGOWzo4evAQQ2FzrSKp0B,0.708,0.616,5,1,0.445,0.0,177.061,0.908
6737,24268,http://www.billboard.com/charts/hot-100/1964-01-25,1/25/1964,29,Talk Back Trembling Lips,Johnny Tillotson,Talk Back Trembling LipsJohnny Tillotson,1,16.0,7,12,spotify:track:6jLAoebOE5IrmIuHjoGBXZ,0.527,0.644,9,1,0.583,0.0,139.175,0.68
6738,24325,http://www.billboard.com/charts/hot-100/1965-05-08,5/8/1965,30,Stop! In The Name Of Love,The Supremes,Stop! In The Name Of LoveThe Supremes,1,10.0,1,12,spotify:track:52FlwUMMDnTK8TGkCag9Jd,0.612,0.444,0,1,0.531,0.0,114.961,0.503
6739,24381,http://www.billboard.com/charts/hot-100/1965-06-19,6/19/1965,31,Silhouettes,Herman's Hermits,SilhouettesHerman's Hermits,1,18.0,5,12,spotify:track:4JxKHEtoBlaw6GlJPJYQo8,0.547,0.623,7,1,0.671,0.0,112.704,0.868
6740,24382,http://www.billboard.com/charts/hot-100/1963-01-05,1/5/1963,31,Ride!,Dee Dee Sharp,Ride!Dee Dee Sharp,1,25.0,5,12,spotify:track:7HxGQpDnCpf7Pkb2D73M8H,0.578,0.747,10,0,0.431,0.0,81.978,0.74
6741,24383,http://www.billboard.com/charts/hot-100/1966-11-05,11/5/1966,31,"Cherry, Cherry",Neil Diamond,"Cherry, CherryNeil Diamond",1,17.0,6,12,spotify:track:2SS3WeSe24ZqTlTSK4KzQZ,0.56,0.827,8,1,0.0271,0.00285,84.383,0.904
6742,24431,http://www.billboard.com/charts/hot-100/1975-10-18,10/18/1975,32,Run Joey Run,David Geddes,Run Joey RunDavid Geddes,1,17.0,4,12,spotify:track:1g2nJvSNGFj145mRiT6usx,0.41,0.475,10,1,0.605,0.0,147.113,0.356
6743,24433,http://www.billboard.com/charts/hot-100/1971-01-30,1/30/1971,32,Domino,Van Morrison,DominoVan Morrison,1,29.0,9,12,spotify:track:0eti3iRdEgUxwcIcN2N9DY,0.731,0.555,2,1,0.321,0.000103,131.26,0.935
6744,24519,http://www.billboard.com/charts/hot-100/1972-01-08,1/8/1972,34,Baby I'm - A Want You,Bread,Baby I'm - A Want YouBread,1,24.0,3,12,spotify:track:00v3bpCSPsumcH2W2FTzut,0.54,0.479,8,1,0.453,0.0,144.298,0.555
6745,24524,http://www.billboard.com/charts/hot-100/1966-09-03,9/3/1966,34,"Somewhere, My Love",Ray Conniff And The Singers,"Somewhere, My LoveRay Conniff And The Singers",1,24.0,9,12,spotify:track:1IYn7ytdb8byvHKS7S3Cat,0.477,0.259,7,1,0.867,0.0,88.59,0.374
6746,24568,http://www.billboard.com/charts/hot-100/1964-04-18,4/18/1964,35,Dawn (Go Away),The 4 Seasons,Dawn (Go Away)The 4 Seasons,1,21.0,3,12,spotify:track:7tAwfqQWDA1dLKiLvn8EgH,0.63,0.598,9,1,0.509,1.39e-06,133.756,0.851
6747,24573,http://www.billboard.com/charts/hot-100/1967-06-10,6/10/1967,35,Close Your Eyes,Peaches & Herb,Close Your EyesPeaches & Herb,1,21.0,8,12,spotify:track:0d9rN4NbUgOtuPyQa2286E,0.489,0.208,7,1,0.653,1.87e-06,81.489,0.48
6748,24574,http://www.billboard.com/charts/hot-100/1971-12-25,12/25/1971,35,Desiderata,Les Crane,DesiderataLes Crane,1,22.0,8,12,spotify:track:5V6wfV3Mkvd30zpSoKjsOh,0.51,0.282,1,1,0.807,0.0,80.024,0.619
6749,24608,http://www.billboard.com/charts/hot-100/1964-06-27,6/27/1964,36,(Just Like) Romeo & Juliet,The Reflections,(Just Like) Romeo & JulietThe Reflections,1,23.0,6,12,spotify:track:7iSG8g8HVyGz8pgMD5cG6B,0.773,0.863,3,1,0.205,0.586,145.384,0.976
6750,24610,http://www.billboard.com/charts/hot-100/1972-06-03,6/3/1972,36,Doctor My Eyes,Jackson Browne,Doctor My EyesJackson Browne,1,24.0,8,12,spotify:track:3QcuZo6WLcFkqqLmDs0d95,0.48,0.626,5,1,0.266,5.7e-05,75.63,0.542
6751,24611,http://www.billboard.com/charts/hot-100/1962-08-04,8/4/1962,36,Snap Your Fingers,Joe Henderson,Snap Your FingersJoe Henderson,1,31.0,8,12,spotify:track:1oYef47TdXsf8ssv8U1yzb,0.674,0.246,10,1,0.657,1.51e-05,107.014,0.658
6752,24613,http://www.billboard.com/charts/hot-100/1960-12-03,12/3/1960,36,Blue Angel,Roy Orbison,Blue AngelRoy Orbison,1,27.0,9,12,spotify:track:4LRhSbyCwaaKTBfeeizCm4,0.413,0.508,5,1,0.546,0.0,105.514,0.677
6753,24614,http://www.billboard.com/charts/hot-100/1968-06-22,6/22/1968,36,Shoo-Be-Doo-Be-Doo-Da-Day,Stevie Wonder,Shoo-Be-Doo-Be-Doo-Da-DayStevie Wonder,1,28.0,9,12,spotify:track:3Cqr3l72XDpazdFiQQpFHh,0.648,0.635,8,1,0.0338,6.3e-05,106.969,0.856
6754,24702,http://www.billboard.com/charts/hot-100/1962-06-16,6/16/1962,38,Shout! Shout! (Knock Yourself Out),Ernie Maresca,Shout! Shout! (Knock Yourself Out)Ernie Maresca,1,19.0,6,12,spotify:track:5x6EGByCHCfGtVCwg1Z1PG,0.654,0.721,8,1,0.273,0.0,94.851,0.967
6755,24705,http://www.billboard.com/charts/hot-100/1962-07-28,7/28/1962,38,Cindy's Birthday,Johnny Crawford,Cindy's BirthdayJohnny Crawford,1,30.0,8,12,spotify:track:3Id8znxIUtTYNhZsak8Unb,0.61,0.316,7,1,0.755,0.000218,110.0,0.708
6756,24792,http://www.billboard.com/charts/hot-100/1963-11-23,11/23/1963,40,Talk To Me,Sunny & The Sunglows,Talk To MeSunny & The Sunglows,1,20.0,11,12,spotify:track:43Tf5c7fcBIvuuCSBODKkA,0.431,0.5,7,1,0.802,9.87e-06,123.375,0.581
6757,24879,http://www.billboard.com/charts/hot-100/1962-07-14,7/14/1962,42,(The Man Who Shot) Liberty Valance,Gene Pitney,(The Man Who Shot) Liberty ValanceGene Pitney,1,20.0,4,12,spotify:track:2ZHxl0iAc5mwJFX6Y5TvRU,0.602,0.591,1,0,0.739,0.0,88.395,0.837
6758,24881,http://www.billboard.com/charts/hot-100/1960-08-20,8/20/1960,42,That's All You Gotta Do,Brenda Lee,That's All You Gotta DoBrenda Lee,1,35.0,6,12,spotify:track:1aTHBOr0V8XnbgHSRPyJtg,0.405,0.57,1,1,0.43,5.09e-06,195.855,0.956
6759,24923,http://www.billboard.com/charts/hot-100/1964-02-08,2/8/1964,43,Quicksand,Martha & The Vandellas,QuicksandMartha & The Vandellas,1,31.0,8,12,spotify:track:6u3gUOpOWar583e7yxZpHF,0.651,0.632,2,0,0.101,0.0401,172.21,0.853
6760,24958,http://www.billboard.com/charts/hot-100/1975-06-14,6/14/1975,44,Only Yesterday,Carpenters,Only YesterdayCarpenters,1,16.0,4,12,spotify:track:6pVLgwDRTCORcbn5czge5R,0.359,0.438,8,1,0.0271,0.0,137.557,0.581
6761,24959,http://www.billboard.com/charts/hot-100/1967-09-09,9/9/1967,44,A Whiter Shade Of Pale,Procol Harum,A Whiter Shade Of PaleProcol Harum,1,16.0,5,12,spotify:track:78ZqE2tjAxbqEGGlvGnQfT,0.249,0.66,0,1,0.504,0.0026,149.813,0.435
6762,24964,http://www.billboard.com/charts/hot-100/1969-09-20,9/20/1969,44,Polk Salad Annie,Tony Joe White,Polk Salad AnnieTony Joe White,1,28.0,8,12,spotify:track:0jtz7Ia3HahOqXWnKad0rn,0.783,0.543,9,1,0.303,0.0159,132.035,0.833
6763,24966,http://www.billboard.com/charts/hot-100/1968-06-29,6/29/1968,44,Do You Know The Way To San José,Dionne Warwick,Do You Know The Way To San JoséDionne Warwick,1,35.0,10,12,spotify:track:3ADQ9jGCJ6MfSbIZqtbVj2,0.73,0.511,8,1,0.646,3.12e-05,80.016,0.873
6764,25039,http://www.billboard.com/charts/hot-100/2009-04-11,4/11/2009,72,Crazier,Taylor Swift,CrazierTaylor Swift,1,,72,1,spotify:track:5vyxXfD5gLlyPxGZMEjtmd,0.452,0.544,4,1,0.0631,5.33e-06,133.042,0.158
6765,25040,http://www.billboard.com/charts/hot-100/2009-04-25,4/25/2009,72,Butterfly Fly Away,Miley Cyrus & Billy Ray Cyrus,Butterfly Fly AwayMiley Cyrus & Billy Ray Cyrus,1,,72,1,spotify:track:2ZTCl6wQMDSMfY4s8GHZdj,0.607,0.281,11,1,0.733,0.000123,134.977,0.468
6766,25041,http://www.billboard.com/charts/hot-100/2010-01-30,1/30/2010,72,Ready To Love Again,Lady Antebellum,Ready To Love AgainLady Antebellum,1,,72,1,spotify:track:4jJEEPrPMTMHpabgjefRN7,0.555,0.638,4,1,0.313,0.0,102.676,0.185
6767,25045,http://www.billboard.com/charts/hot-100/2010-06-12,6/12/2010,72,Beth,Glee Cast,BethGlee Cast,1,,72,1,spotify:track:2Ya2rGB2Bl4dJqJznK1XfD,0.514,0.267,0,1,0.771,1.41e-06,119.775,0.297
6768,25050,http://www.billboard.com/charts/hot-100/2013-11-23,11/23/2013,72,A Case Of You,James Wolpert,A Case Of YouJames Wolpert,1,,72,1,spotify:track:6YaB4TXX4s2AJreMQ6cuIj,0.376,0.219,8,1,0.832,0.0,187.428,0.499
6769,25051,http://www.billboard.com/charts/hot-100/2016-01-02,1/2/2016,72,Climb Every Mountain,Jordan Smith,Climb Every MountainJordan Smith,1,,72,1,spotify:track:6GtMaEfcLyzwfglzSlqzyX,0.211,0.498,6,1,0.447,7.72e-05,99.428,0.362
6770,25052,http://www.billboard.com/charts/hot-100/2016-11-05,11/5/2016,72,Blow Your Mind (Mwah),Dua Lipa,Blow Your Mind (Mwah)Dua Lipa,1,,72,1,spotify:track:7kJlTKjNZVT26iwiDUVhRm,0.654,0.796,2,0,0.0188,0.0,108.854,0.491
6771,25053,http://www.billboard.com/charts/hot-100/2016-12-17,12/17/2016,72,Ordinary Life,The Weeknd,Ordinary LifeThe Weeknd,1,,72,1,spotify:track:15k2nBQJ0teDmPZHrOXL2N,0.537,0.587,7,0,0.0275,0.0,149.748,0.365
6772,25054,http://www.billboard.com/charts/hot-100/2017-04-01,4/1/2017,72,Chanel,Frank Ocean,ChanelFrank Ocean,1,,72,1,spotify:track:6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0,0,0.874,0.0,110.134,0.473
6773,25057,https://www.billboard.com/charts/hot-100/2018-09-01,9/1/2018,72,R.E.M,Ariana Grande,R.E.MAriana Grande,1,,72,1,spotify:track:1xWH8zYtDeS9mW1JJG23VZ,0.831,0.485,10,0,0.375,1.47e-05,80.022,0.622
6774,25061,https://www.billboard.com/charts/hot-100/2019-11-23,11/23/2019,72,Better Together,Luke Combs,Better TogetherLuke Combs,1,,72,1,spotify:track:6gdLyYNuhWBzqwlOFSsXC7,0.552,0.225,0,1,0.827,0.0,138.002,0.67
6775,25070,http://www.billboard.com/charts/hot-100/1959-10-17,10/17/1959,73,A Lover's Prayer,Dion & The Belmonts,A Lover's PrayerDion & The Belmonts,1,,73,1,spotify:track:1KuUNurxWPWBl9Zdbba4Ce,0.44,0.151,2,1,0.956,1.3e-06,141.02,0.181
6776,25071,http://www.billboard.com/charts/hot-100/1961-04-22,4/22/1961,73,A Dollar Down,The Limeliters,A Dollar DownThe Limeliters,1,,73,1,spotify:track:4MYwuoHZRF7zcWH9zXUhDQ,0.492,0.483,0,1,0.595,5.6e-06,211.206,0.901
6777,25073,http://www.billboard.com/charts/hot-100/1961-12-09,12/9/1961,73,Baby's First Christmas,Connie Francis,Baby's First ChristmasConnie Francis,1,,73,1,spotify:track:3t8vbe86KkjuhwSZqkzlIN,0.41,0.218,6,1,0.717,0.0,96.57,0.439
6778,25076,http://www.billboard.com/charts/hot-100/1962-05-12,5/12/1962,73,Stranger On The Shore,The Drifters,Stranger On The ShoreThe Drifters,1,,73,1,spotify:track:3xaObh46jUQsaPeqg13Szd,0.536,0.353,4,1,0.681,0.0,93.095,0.462
6779,25083,http://www.billboard.com/charts/hot-100/1966-02-05,2/5/1966,73,At The Scene,The Dave Clark Five,At The SceneThe Dave Clark Five,1,,73,1,spotify:track:0yYUeEc8Wp7c5pHPvDbRTO,0.607,0.67,0,1,0.0102,0.0,127.101,0.907
6780,25089,http://www.billboard.com/charts/hot-100/1968-03-09,3/9/1968,73,Tapioca Tundra,The Monkees,Tapioca TundraThe Monkees,1,,73,1,spotify:track:0J50Q2cDZtUP3hXIJTddpa,0.414,0.708,9,1,0.559,3.88e-05,165.222,0.718
6781,25090,http://www.billboard.com/charts/hot-100/1968-04-13,4/13/1968,73,Red Red Wine,Neil Diamond,Red Red WineNeil Diamond,1,,73,1,spotify:track:2ITvBuMlwGLsDpVY4s4A8n,0.521,0.307,9,1,0.101,0.0,88.714,0.469
6782,25091,http://www.billboard.com/charts/hot-100/1968-04-20,4/20/1968,73,Paying The Cost To Be The Boss,B.B. King,Paying The Cost To Be The BossB.B. King,1,,73,1,spotify:track:1HK0gVdcEwTUaJzCTNhjA3,0.665,0.844,5,0,0.0194,0.000162,117.976,0.773
6783,25094,http://www.billboard.com/charts/hot-100/1968-12-21,12/21/1968,73,"Season Of The Witch, Pt. 1",Vanilla Fudge,"Season Of The Witch, Pt. 1Vanilla Fudge",1,,73,1,spotify:track:1nxnRYlU4DRfZruzbKYEoj,0.319,0.334,5,1,0.463,0.00103,128.981,0.19
6784,25097,http://www.billboard.com/charts/hot-100/1969-07-05,7/5/1969,73,"Abraham, Martin And John",Smokey Robinson & The Miracles,"Abraham, Martin And JohnSmokey Robinson & The Miracles",1,,73,1,spotify:track:7x5vC0sqmXpmTrgnuDMXmc,0.429,0.424,1,1,0.269,0.0,88.199,0.494
6785,25101,http://www.billboard.com/charts/hot-100/1970-10-24,10/24/1970,73,Share The Land,The Guess Who,Share The LandThe Guess Who,1,,73,1,spotify:track:51krF0CyHT5AEuh81K0t0z,0.445,0.743,6,0,0.561,2.59e-06,80.19,0.677
6786,25108,http://www.billboard.com/charts/hot-100/1973-02-17,2/17/1973,73,Call Me (Come Back Home),Al Green,Call Me (Come Back Home)Al Green,1,,73,1,spotify:track:2THyR0on3DrsfXBtRrLZgK,0.683,0.392,10,1,0.596,3.43e-06,99.79,0.679
